Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	creidhartii	n12	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8809_t1, creidhartii_CRv4_Au5_s2_g8810_t1, creidhartii_CRv4_Au5_s3_g10151_t1, creidhartii_CRv4_Au5_s16_g6703_t1, creidhartii_CRv4_Au5_s16_g6649_t1, creidhartii_CRv4_Au5_s2_g8302_t1, creidhartii_CRv4_Au5_s2_g8300_t1, creidhartii_CRv4_Au5_s2_g9730_t1, creidhartii_CRv4_Au5_s1_g2388_t1, creidhartii_CRv4_Au5_s26_g9977_t1, creidhartii_CRv4_Au5_s10_g274_t1	creidhartii_CRv4_Au5_s1_g1581_t1
OG0000000	creidhartii	n13	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8809_t1, creidhartii_CRv4_Au5_s2_g8810_t1, creidhartii_CRv4_Au5_s3_g10151_t1	creidhartii_CRv4_Au5_s16_g6703_t1, creidhartii_CRv4_Au5_s16_g6649_t1, creidhartii_CRv4_Au5_s2_g8302_t1, creidhartii_CRv4_Au5_s2_g8300_t1, creidhartii_CRv4_Au5_s2_g9730_t1, creidhartii_CRv4_Au5_s1_g2388_t1, creidhartii_CRv4_Au5_s26_g9977_t1, creidhartii_CRv4_Au5_s10_g274_t1
OG0000000	creidhartii	n14	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8809_t1, creidhartii_CRv4_Au5_s2_g8810_t1	creidhartii_CRv4_Au5_s3_g10151_t1
OG0000000	creidhartii	n15	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8809_t1	creidhartii_CRv4_Au5_s2_g8810_t1
OG0000000	creidhartii	n16	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6703_t1, creidhartii_CRv4_Au5_s16_g6649_t1, creidhartii_CRv4_Au5_s2_g8302_t1, creidhartii_CRv4_Au5_s2_g8300_t1, creidhartii_CRv4_Au5_s2_g9730_t1, creidhartii_CRv4_Au5_s1_g2388_t1, creidhartii_CRv4_Au5_s26_g9977_t1	creidhartii_CRv4_Au5_s10_g274_t1
OG0000000	creidhartii	n17	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6703_t1, creidhartii_CRv4_Au5_s16_g6649_t1	creidhartii_CRv4_Au5_s2_g8302_t1, creidhartii_CRv4_Au5_s2_g8300_t1, creidhartii_CRv4_Au5_s2_g9730_t1, creidhartii_CRv4_Au5_s1_g2388_t1, creidhartii_CRv4_Au5_s26_g9977_t1
OG0000000	creidhartii	n18	1.0	Terminal	creidhartii_CRv4_Au5_s16_g6703_t1	creidhartii_CRv4_Au5_s16_g6649_t1
OG0000000	creidhartii	n19	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8302_t1, creidhartii_CRv4_Au5_s2_g8300_t1, creidhartii_CRv4_Au5_s2_g9730_t1, creidhartii_CRv4_Au5_s1_g2388_t1	creidhartii_CRv4_Au5_s26_g9977_t1
OG0000000	creidhartii	n20	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8302_t1, creidhartii_CRv4_Au5_s2_g8300_t1, creidhartii_CRv4_Au5_s2_g9730_t1	creidhartii_CRv4_Au5_s1_g2388_t1
OG0000000	creidhartii	n21	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8302_t1, creidhartii_CRv4_Au5_s2_g8300_t1	creidhartii_CRv4_Au5_s2_g9730_t1
OG0000000	creidhartii	n22	1.0	Terminal	creidhartii_CRv4_Au5_s2_g8302_t1	creidhartii_CRv4_Au5_s2_g8300_t1
OG0000000	creidhartii	n23	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3435_t1, creidhartii_CRv4_Au5_s10_g907_t2, creidhartii_CRv4_Au5_s10_g907_t1	creidhartii_CRv4_Au5_s13_g4553_t1, creidhartii_CRv4_Au5_s12_g3618_t1, creidhartii_CRv4_Au5_s7_g13854_t1, creidhartii_CRv4_Au5_s3_g11158_t1
OG0000000	creidhartii	n24	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3435_t1	creidhartii_CRv4_Au5_s10_g907_t2, creidhartii_CRv4_Au5_s10_g907_t1
OG0000000	creidhartii	n25	1.0	Terminal	creidhartii_CRv4_Au5_s10_g907_t2	creidhartii_CRv4_Au5_s10_g907_t1
OG0000000	creidhartii	n26	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4553_t1	creidhartii_CRv4_Au5_s12_g3618_t1, creidhartii_CRv4_Au5_s7_g13854_t1, creidhartii_CRv4_Au5_s3_g11158_t1
OG0000000	creidhartii	n27	1.0	Terminal	creidhartii_CRv4_Au5_s12_g3618_t1	creidhartii_CRv4_Au5_s7_g13854_t1, creidhartii_CRv4_Au5_s3_g11158_t1
OG0000000	creidhartii	n28	1.0	Terminal	creidhartii_CRv4_Au5_s7_g13854_t1	creidhartii_CRv4_Au5_s3_g11158_t1
OG0000001	Cvulgaris	n1	1.0	Terminal	Cvulgaris_augustus_masked_Scaffold_608-abinit-gene-0.2-mRNA-1 protein AED_0.24 eAED_0.26 QI_0|-1|0|1|-1|1|1|0|126, Cvulgaris_augustus_masked_Scaffold_674-abinit-gene-0.3-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|-1|0|1|-1|1|1|0|122	Cvulgaris_maker_Scaffold_1362-augustus-gene-0.49-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|1|0.5|1|1|1|2|0|131
OG0000001	Cvulgaris	n2	1.0	Terminal	Cvulgaris_augustus_masked_Scaffold_608-abinit-gene-0.2-mRNA-1 protein AED_0.24 eAED_0.26 QI_0|-1|0|1|-1|1|1|0|126	Cvulgaris_augustus_masked_Scaffold_674-abinit-gene-0.3-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|-1|0|1|-1|1|1|0|122
OG0000001	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12730_t1, creidhartii_CRv4_Au5_s6_g12757_t1, creidhartii_CRv4_Au5_s6_g12696_t1, creidhartii_CRv4_Au5_s13_g4884_t1, creidhartii_CRv4_Au5_s13_g4877_t1, creidhartii_CRv4_Au5_s6_g12704_t1, creidhartii_CRv4_Au5_s6_g12692_t1	creidhartii_CRv4_Au5_s6_g12882_t1, creidhartii_CRv4_Au5_s17_g7312_t1, creidhartii_CRv4_Au5_s17_g7326_t1, creidhartii_CRv4_Au5_s17_g7278_t1, creidhartii_CRv4_Au5_s17_g7334_t1, creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1, creidhartii_CRv4_Au5_s17_g7251_t1, creidhartii_CRv4_Au5_s6_g12926_t1, creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1, creidhartii_CRv4_Au5_s12_g3163_t1, creidhartii_CRv4_Au5_s12_g3184_t1, creidhartii_CRv4_Au5_s6_g12825_t1, creidhartii_CRv4_Au5_s6_g12876_t1, creidhartii_CRv4_Au5_s6_g12763_t1, creidhartii_CRv4_Au5_s12_g3168_t1, creidhartii_CRv4_Au5_s12_g3198_t1
OG0000001	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12730_t1, creidhartii_CRv4_Au5_s6_g12757_t1, creidhartii_CRv4_Au5_s6_g12696_t1, creidhartii_CRv4_Au5_s13_g4884_t1, creidhartii_CRv4_Au5_s13_g4877_t1, creidhartii_CRv4_Au5_s6_g12704_t1	creidhartii_CRv4_Au5_s6_g12692_t1
OG0000001	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12730_t1, creidhartii_CRv4_Au5_s6_g12757_t1, creidhartii_CRv4_Au5_s6_g12696_t1, creidhartii_CRv4_Au5_s13_g4884_t1, creidhartii_CRv4_Au5_s13_g4877_t1	creidhartii_CRv4_Au5_s6_g12704_t1
OG0000001	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12730_t1, creidhartii_CRv4_Au5_s6_g12757_t1, creidhartii_CRv4_Au5_s6_g12696_t1, creidhartii_CRv4_Au5_s13_g4884_t1	creidhartii_CRv4_Au5_s13_g4877_t1
OG0000001	creidhartii	n7	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12730_t1, creidhartii_CRv4_Au5_s6_g12757_t1, creidhartii_CRv4_Au5_s6_g12696_t1	creidhartii_CRv4_Au5_s13_g4884_t1
OG0000001	creidhartii	n8	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12730_t1, creidhartii_CRv4_Au5_s6_g12757_t1	creidhartii_CRv4_Au5_s6_g12696_t1
OG0000001	creidhartii	n9	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12730_t1	creidhartii_CRv4_Au5_s6_g12757_t1
OG0000001	creidhartii	n10	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12882_t1, creidhartii_CRv4_Au5_s17_g7312_t1, creidhartii_CRv4_Au5_s17_g7326_t1, creidhartii_CRv4_Au5_s17_g7278_t1, creidhartii_CRv4_Au5_s17_g7334_t1, creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1, creidhartii_CRv4_Au5_s17_g7251_t1, creidhartii_CRv4_Au5_s6_g12926_t1	creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1, creidhartii_CRv4_Au5_s12_g3163_t1, creidhartii_CRv4_Au5_s12_g3184_t1, creidhartii_CRv4_Au5_s6_g12825_t1, creidhartii_CRv4_Au5_s6_g12876_t1, creidhartii_CRv4_Au5_s6_g12763_t1, creidhartii_CRv4_Au5_s12_g3168_t1, creidhartii_CRv4_Au5_s12_g3198_t1
OG0000001	creidhartii	n11	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12882_t1, creidhartii_CRv4_Au5_s17_g7312_t1, creidhartii_CRv4_Au5_s17_g7326_t1, creidhartii_CRv4_Au5_s17_g7278_t1, creidhartii_CRv4_Au5_s17_g7334_t1, creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1, creidhartii_CRv4_Au5_s17_g7251_t1	creidhartii_CRv4_Au5_s6_g12926_t1
OG0000001	creidhartii	n12	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12882_t1, creidhartii_CRv4_Au5_s17_g7312_t1, creidhartii_CRv4_Au5_s17_g7326_t1, creidhartii_CRv4_Au5_s17_g7278_t1, creidhartii_CRv4_Au5_s17_g7334_t1, creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1	creidhartii_CRv4_Au5_s17_g7251_t1
OG0000001	creidhartii	n13	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12882_t1	creidhartii_CRv4_Au5_s17_g7312_t1, creidhartii_CRv4_Au5_s17_g7326_t1, creidhartii_CRv4_Au5_s17_g7278_t1, creidhartii_CRv4_Au5_s17_g7334_t1, creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1
OG0000001	creidhartii	n14	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7312_t1	creidhartii_CRv4_Au5_s17_g7326_t1, creidhartii_CRv4_Au5_s17_g7278_t1, creidhartii_CRv4_Au5_s17_g7334_t1, creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1
OG0000001	creidhartii	n15	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7326_t1	creidhartii_CRv4_Au5_s17_g7278_t1, creidhartii_CRv4_Au5_s17_g7334_t1, creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1
OG0000001	creidhartii	n16	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7278_t1	creidhartii_CRv4_Au5_s17_g7334_t1, creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1
OG0000001	creidhartii	n17	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7334_t1	creidhartii_CRv4_Au5_s13_g4467_t1, creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1
OG0000001	creidhartii	n18	1.0	Terminal	creidhartii_CRv4_Au5_s13_g4467_t1	creidhartii_CRv4_Au5_s17_g7229_t1, creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1
OG0000001	creidhartii	n19	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7229_t1	creidhartii_CRv4_Au5_s6_g12936_t1, creidhartii_CRv4_Au5_s17_g7216_t1
OG0000001	creidhartii	n20	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12936_t1	creidhartii_CRv4_Au5_s17_g7216_t1
OG0000001	creidhartii	n21	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1, creidhartii_CRv4_Au5_s12_g3163_t1, creidhartii_CRv4_Au5_s12_g3184_t1, creidhartii_CRv4_Au5_s6_g12825_t1, creidhartii_CRv4_Au5_s6_g12876_t1, creidhartii_CRv4_Au5_s6_g12763_t1, creidhartii_CRv4_Au5_s12_g3168_t1	creidhartii_CRv4_Au5_s12_g3198_t1
OG0000001	creidhartii	n22	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1, creidhartii_CRv4_Au5_s12_g3163_t1, creidhartii_CRv4_Au5_s12_g3184_t1, creidhartii_CRv4_Au5_s6_g12825_t1, creidhartii_CRv4_Au5_s6_g12876_t1, creidhartii_CRv4_Au5_s6_g12763_t1	creidhartii_CRv4_Au5_s12_g3168_t1
OG0000001	creidhartii	n23	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1, creidhartii_CRv4_Au5_s12_g3163_t1, creidhartii_CRv4_Au5_s12_g3184_t1, creidhartii_CRv4_Au5_s6_g12825_t1, creidhartii_CRv4_Au5_s6_g12876_t1	creidhartii_CRv4_Au5_s6_g12763_t1
OG0000001	creidhartii	n24	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1, creidhartii_CRv4_Au5_s12_g3163_t1, creidhartii_CRv4_Au5_s12_g3184_t1, creidhartii_CRv4_Au5_s6_g12825_t1	creidhartii_CRv4_Au5_s6_g12876_t1
OG0000001	creidhartii	n25	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1, creidhartii_CRv4_Au5_s12_g3163_t1, creidhartii_CRv4_Au5_s12_g3184_t1	creidhartii_CRv4_Au5_s6_g12825_t1
OG0000001	creidhartii	n26	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1, creidhartii_CRv4_Au5_s12_g3163_t1	creidhartii_CRv4_Au5_s12_g3184_t1
OG0000001	creidhartii	n27	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12894_t1, creidhartii_CRv4_Au5_s6_g12915_t1	creidhartii_CRv4_Au5_s12_g3163_t1
OG0000001	creidhartii	n28	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12894_t1	creidhartii_CRv4_Au5_s6_g12915_t1
OG0000002	Cvulgaris	n1	1.0	Terminal	Cvulgaris_augustus_masked_Scaffold_2336-abinit-gene-0.2-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|-1|0|1|-1|1|1|0|103	Cvulgaris_augustus_masked_Scaffold_1362-abinit-gene-0.2-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|-1|0|1|-1|1|1|0|103, Cvulgaris_augustus_masked_Scaffold_111-abinit-gene-0.1-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|-1|0|1|-1|1|1|0|103
OG0000002	Cvulgaris	n2	1.0	Terminal	Cvulgaris_augustus_masked_Scaffold_1362-abinit-gene-0.2-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|-1|0|1|-1|1|1|0|103	Cvulgaris_augustus_masked_Scaffold_111-abinit-gene-0.1-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|-1|0|1|-1|1|1|0|103
OG0000002	creidhartii	n3	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12765_t1	creidhartii_CRv4_Au5_s17_g7280_t1, creidhartii_CRv4_Au5_s17_g7324_t1, creidhartii_CRv4_Au5_s6_g12701_t1, creidhartii_CRv4_Au5_s17_g7218_t1, creidhartii_CRv4_Au5_s12_g3202_t1, creidhartii_CRv4_Au5_s12_g3200_t1, creidhartii_CRv4_Au5_s6_g12756_t1, creidhartii_CRv4_Au5_s6_g12698_t1, creidhartii_CRv4_Au5_s17_g7209_t1, creidhartii_CRv4_Au5_s6_g12706_t1, creidhartii_CRv4_Au5_s16_g6066_t1, creidhartii_CRv4_Au5_s6_g12824_t1, creidhartii_CRv4_Au5_s17_g7314_t1, creidhartii_CRv4_Au5_s16_g6060_t1, creidhartii_CRv4_Au5_s17_g7336_t1, creidhartii_CRv4_Au5_s17_g7227_t1, creidhartii_CRv4_Au5_s12_g3182_t1, creidhartii_CRv4_Au5_s6_g12881_t1, creidhartii_CRv4_Au5_s6_g12877_t1, creidhartii_CRv4_Au5_s12_g3165_t1, creidhartii_CRv4_Au5_s17_g7253_t1, creidhartii_CRv4_Au5_s6_g12728_t1, creidhartii_CRv4_Au5_s6_g12689_t1, creidhartii_CRv4_Au5_s12_g3170_t1
OG0000002	creidhartii	n4	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7280_t1, creidhartii_CRv4_Au5_s17_g7324_t1, creidhartii_CRv4_Au5_s6_g12701_t1, creidhartii_CRv4_Au5_s17_g7218_t1, creidhartii_CRv4_Au5_s12_g3202_t1, creidhartii_CRv4_Au5_s12_g3200_t1, creidhartii_CRv4_Au5_s6_g12756_t1, creidhartii_CRv4_Au5_s6_g12698_t1, creidhartii_CRv4_Au5_s17_g7209_t1, creidhartii_CRv4_Au5_s6_g12706_t1	creidhartii_CRv4_Au5_s16_g6066_t1, creidhartii_CRv4_Au5_s6_g12824_t1, creidhartii_CRv4_Au5_s17_g7314_t1, creidhartii_CRv4_Au5_s16_g6060_t1, creidhartii_CRv4_Au5_s17_g7336_t1, creidhartii_CRv4_Au5_s17_g7227_t1, creidhartii_CRv4_Au5_s12_g3182_t1, creidhartii_CRv4_Au5_s6_g12881_t1, creidhartii_CRv4_Au5_s6_g12877_t1, creidhartii_CRv4_Au5_s12_g3165_t1, creidhartii_CRv4_Au5_s17_g7253_t1, creidhartii_CRv4_Au5_s6_g12728_t1, creidhartii_CRv4_Au5_s6_g12689_t1, creidhartii_CRv4_Au5_s12_g3170_t1
OG0000002	creidhartii	n5	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7280_t1	creidhartii_CRv4_Au5_s17_g7324_t1, creidhartii_CRv4_Au5_s6_g12701_t1, creidhartii_CRv4_Au5_s17_g7218_t1, creidhartii_CRv4_Au5_s12_g3202_t1, creidhartii_CRv4_Au5_s12_g3200_t1, creidhartii_CRv4_Au5_s6_g12756_t1, creidhartii_CRv4_Au5_s6_g12698_t1, creidhartii_CRv4_Au5_s17_g7209_t1, creidhartii_CRv4_Au5_s6_g12706_t1
OG0000002	creidhartii	n6	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7324_t1	creidhartii_CRv4_Au5_s6_g12701_t1, creidhartii_CRv4_Au5_s17_g7218_t1, creidhartii_CRv4_Au5_s12_g3202_t1, creidhartii_CRv4_Au5_s12_g3200_t1, creidhartii_CRv4_Au5_s6_g12756_t1, creidhartii_CRv4_Au5_s6_g12698_t1, creidhartii_CRv4_Au5_s17_g7209_t1, creidhartii_CRv4_Au5_s6_g12706_t1
OG0000002	creidhartii	n7	1.0	Terminal	creidhartii_CRv4_Au5_s6_g12701_t1	creidhartii_CRv4_Au5_s17_g7218_t1, creidhartii_CRv4_Au5_s12_g3202_t1, creidhartii_CRv4_Au5_s12_g3200_t1, creidhartii_CRv4_Au5_s6_g12756_t1, creidhartii_CRv4_Au5_s6_g12698_t1, creidhartii_CRv4_Au5_s17_g7209_t1, creidhartii_CRv4_Au5_s6_g12706_t1
OG0000002	creidhartii	n8	1.0	Terminal	creidhartii_CRv4_Au5_s17_g7218_t1	creidhartii_CRv4_Au5_s12_g3202_t1, creidhartii_CRv4_Au5_s12_g3200_t1, creidhartii_CRv4_Au5_s6_g12756_t1, creidhartii_CRv4_Au5_s6_g12698_t1, creidhartii_CRv4_Au5_s17_g7209_t1, creidhartii_CRv4_Au5_s6_g12706_t1
