Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000013	Bpertussis	n2	1.0	Terminal	Bpertussis_BP1207	Bpertussis_BP0322
OG0000014	Ecoli	n1	1.0	Terminal	Ecoli_b0770	Ecoli_b0612, Ecoli_b3063
OG0000014	Ecoli	n2	1.0	Terminal	Ecoli_b0612	Ecoli_b3063
OG0000015	N0	n0	1.0	Non-Terminal	Ecoli_b2844, Bpertussis_BP0422	Ecoli_b2224, Bpertussis_BP2059
OG0000016	Bpertussis	n1	1.0	Terminal	Bpertussis_BP0556	Bpertussis_BP3847, Bpertussis_BP3695
OG0000016	Bpertussis	n2	1.0	Terminal	Bpertussis_BP3847	Bpertussis_BP3695
OG0000017	Ecoli	n1	1.0	Terminal	Ecoli_b3551, Ecoli_b1872	Ecoli_b0997
OG0000017	Ecoli	n2	1.0	Terminal	Ecoli_b3551	Ecoli_b1872
OG0000018	N0	n0	1.0	Non-Terminal	Bpertussis_BP1691, Ecoli_b2484	Bpertussis_BP0852, Ecoli_b2278
OG0000019	Ecoli	n1	1.0	Terminal	Ecoli_b1885	Ecoli_b1886, Ecoli_b4355
OG0000019	Ecoli	n2	1.0	Terminal	Ecoli_b1886	Ecoli_b4355
OG0000020	Ecoli	n1	1.0	Terminal	Ecoli_b2797, Ecoli_b1814	Ecoli_b4471
OG0000020	Ecoli	n2	1.0	Terminal	Ecoli_b2797	Ecoli_b1814
OG0000021	Ecoli	n1	1.0	Terminal	Ecoli_b3138	Ecoli_b3133, Ecoli_b1817
OG0000021	Ecoli	n2	1.0	Terminal	Ecoli_b3133	Ecoli_b1817
OG0000022	Bpertussis	n1	1.0	Terminal	Bpertussis_BP1973, Bpertussis_BP1546	Bpertussis_BP2742
OG0000022	Bpertussis	n2	1.0	Terminal	Bpertussis_BP1973	Bpertussis_BP1546
OG0000023	Ecoli	n1	1.0	Terminal	Ecoli_b0463, Ecoli_b3265	Ecoli_b3513
OG0000023	Ecoli	n2	1.0	Terminal	Ecoli_b0463	Ecoli_b3265
OG0000024	Ecoli	n1	1.0	Terminal	Ecoli_b2766	Ecoli_b0043, Ecoli_b1699
OG0000024	Ecoli	n2	1.0	Terminal	Ecoli_b0043	Ecoli_b1699
OG0000025	Bpertussis	n1	1.0	Terminal	Bpertussis_BP3036	Bpertussis_BP2810, Bpertussis_BP3857
OG0000025	Bpertussis	n2	1.0	Terminal	Bpertussis_BP2810	Bpertussis_BP3857
OG0000026	Ecoli	n1	1.0	Terminal	Ecoli_b3213	Ecoli_b2887, Ecoli_b2468
OG0000026	Ecoli	n2	1.0	Terminal	Ecoli_b2887	Ecoli_b2468
