Internal ID,External ID,Source
cpd01923,C02999,KEGG
cpd01924,C03001,KEGG
cpd01925,C03002,KEGG
cpd01926,C03003,KEGG
cpd01927,C03004,KEGG
cpd01928,C03005,KEGG
cpd01929,C03007,KEGG
cpd01930,C03009,KEGG
cpd01931,C03010,KEGG
cpd01932,C03012,KEGG
cpd01933,C03015,KEGG
cpd01934,C03017,KEGG
cpd01935,C03019,KEGG
cpd01936,C03027,KEGG
cpd01937,C03028,KEGG
cpd01938,C03030,KEGG
cpd01939,C03031,KEGG
cpd01940,C03032,KEGG
cpd01941,C03034,KEGG
cpd01942,C03035,KEGG
cpd01943,C03037,KEGG
cpd01944,C03039,KEGG
cpd01945,C03042,KEGG
cpd01946,C03043,KEGG
cpd01947,C03044,KEGG
cpd01948,C03045,KEGG
cpd01949,C03046,KEGG
cpd01950,C03047,KEGG
cpd01951,C03049,KEGG
cpd01952,C03050,KEGG
cpd01953,C03051,KEGG
cpd01954,C03052,KEGG
cpd01955,C03056,KEGG
cpd01956,C03057,KEGG
cpd01957,C03058,KEGG
cpd01958,C03059,KEGG
cpd01959,C03062,KEGG
cpd01960,C03063,KEGG
cpd01961,C03064,KEGG
cpd01962,C03065,KEGG
cpd01963,C03066,KEGG
cpd01964,C03067,KEGG
cpd01965,C03068,KEGG
cpd01966,C03069,KEGG
cpd01967,C03070,KEGG
cpd01968,C03071,KEGG
cpd01969,C03072,KEGG
cpd01970,C03074,KEGG
cpd01971,C03076,KEGG
cpd01972,C03077,KEGG
cpd01973,C03078,KEGG
cpd01974,C03079,KEGG
cpd01975,C03080,KEGG
cpd01976,C03081,KEGG
cpd01977,C03082,KEGG
cpd01978,C03084,KEGG
cpd01979,C03087,KEGG
cpd01980,C03088,KEGG
cpd01981,C03089,KEGG
cpd01982,C03090,KEGG
cpd01983,C03091,KEGG
cpd01984,C03092,KEGG
cpd01985,C03093,KEGG
cpd01986,C03095,KEGG
cpd01988,C03097,KEGG
cpd01988,C11611,KEGG
cpd01989,C03098,KEGG
cpd01990,C03103,KEGG
cpd01991,C03104,KEGG
cpd01992,C03107,KEGG
cpd01993,C03108,KEGG
cpd01994,C03109,KEGG
cpd01995,C03112,KEGG
cpd01996,C03113,KEGG
cpd01997,C03114,KEGG
cpd01998,C03115,KEGG
cpd01999,C03117,KEGG
cpd02000,C03120,KEGG
cpd02001,C03121,KEGG
cpd02002,C03122,KEGG
cpd02003,C03124,KEGG
cpd02004,C03126,KEGG
cpd02005,C03134,KEGG
cpd02006,C03136,KEGG
cpd02007,C03137,KEGG
cpd02008,C03139,KEGG
cpd02009,C03140,KEGG
cpd02010,C03141,KEGG
cpd02011,C03142,KEGG
cpd02012,C03145,KEGG
cpd02013,C03146,KEGG
cpd02014,C03147,KEGG
cpd02015,C03149,KEGG
cpd02016,C03150,KEGG
cpd02017,C03152,KEGG
cpd02018,C03153,KEGG
cpd02019,C03154,KEGG
cpd02020,C03156,KEGG
cpd02021,C03160,KEGG
cpd02022,C03164,KEGG
cpd02023,C03166,KEGG
cpd02024,C03167,KEGG
cpd02025,C03169,KEGG
cpd02026,C03170,KEGG
cpd02027,C03172,KEGG
cpd02028,C03173,KEGG
cpd02029,C03174,KEGG
cpd02030,C03175,KEGG
cpd02031,C03176,KEGG
cpd02032,C03177,KEGG
cpd02033,C03178,KEGG
cpd02034,C03183,KEGG
cpd02035,C03184,KEGG
cpd02036,C03187,KEGG
cpd02038,C03190,KEGG
cpd02039,C03194,KEGG
cpd02040,C03195,KEGG
cpd02041,C03196,KEGG
cpd02042,C03197,KEGG
cpd02043,C03198,KEGG
cpd02044,C03199,KEGG
cpd02045,C03203,KEGG
cpd02046,C03204,KEGG
cpd02047,C03205,KEGG
cpd02048,C03206,KEGG
cpd02049,C03207,KEGG
cpd02050,C03209,KEGG
cpd02051,C03210,KEGG
cpd02052,C03212,KEGG
cpd02053,C03214,KEGG
cpd02054,C03215,KEGG
cpd02056,C03217,KEGG
cpd02057,C03218,KEGG
cpd02058,C03219,KEGG
cpd02059,C03220,KEGG
cpd02060,C03221,KEGG
cpd02061,C03223,KEGG
cpd02062,C03224,KEGG
cpd02063,C03225,KEGG
cpd02064,C03226,KEGG
cpd02065,C03227,KEGG
cpd02066,C03228,KEGG
cpd02067,C03230,KEGG
cpd02068,C03231,KEGG
cpd02069,C03232,KEGG
cpd02070,C03233,KEGG
cpd02071,C03235,KEGG
cpd02072,C03237,KEGG
cpd02073,C03238,KEGG
cpd02074,C03239,KEGG
cpd02075,C03240,KEGG
cpd02076,C03241,KEGG
cpd02077,C03242,KEGG
cpd02078,C03243,KEGG
cpd02079,C03246,KEGG
cpd02080,C03248,KEGG
cpd02081,C03251,KEGG
cpd02082,C03256,KEGG
cpd02083,C03263,KEGG
cpd02084,C03264,KEGG
cpd02085,C03267,KEGG
cpd02086,C03268,KEGG
cpd02087,C03269,KEGG
cpd02088,C03272,KEGG
cpd02088,G00094,KEGG
cpd02089,C03273,KEGG
cpd02090,C03274,KEGG
cpd02091,C03277,KEGG
cpd02093,C03280,KEGG
cpd02094,C03281,KEGG
cpd02095,C03283,KEGG
cpd02096,C03284,KEGG
cpd02097,C03287,KEGG
cpd02098,C03289,KEGG
cpd02099,C03290,KEGG
cpd02100,C03291,KEGG
cpd02101,C03292,KEGG
cpd02102,C03293,KEGG
cpd02103,C03296,KEGG
cpd02104,C03298,KEGG
cpd02105,C03299,KEGG
cpd02106,C03300,KEGG
cpd02107,C03305,KEGG
cpd02108,C03309,KEGG
cpd02109,C03311,KEGG
cpd02110,C03312,KEGG
cpd02111,C05850,KEGG
cpd02112,C03314,KEGG
cpd02113,C03319,KEGG
cpd02114,C03325,KEGG
cpd02115,C03326,KEGG
cpd02116,C03328,KEGG
cpd02117,C03329,KEGG
cpd02118,C03338,KEGG
cpd02119,C03339,KEGG
cpd02120,C03340,KEGG
cpd02121,C03341,KEGG
cpd02122,C03342,KEGG
cpd02123,C03343,KEGG
cpd02124,C03344,KEGG
cpd02125,C03345,KEGG
cpd02126,C03347,KEGG
cpd02127,C03348,KEGG
cpd02128,C03349,KEGG
cpd02129,C03351,KEGG
cpd02130,C03352,KEGG
cpd02131,C03354,KEGG
cpd02132,C03356,KEGG
cpd02133,C03357,KEGG
cpd02134,C03359,KEGG
cpd02135,C03360,KEGG
cpd02136,C03365,KEGG
cpd02137,C03366,KEGG
cpd02138,C03367,KEGG
cpd02139,C03368,KEGG
cpd02140,C03373,KEGG
cpd02141,C03374,KEGG
cpd02142,C03375,KEGG
cpd02143,C03383,KEGG
cpd02145,C03387,KEGG
cpd02146,C03392,KEGG
cpd02147,C03393,KEGG
cpd02148,C03394,KEGG
cpd02149,C03395,KEGG
cpd02150,C03401,KEGG
cpd02151,C03404,KEGG
cpd02152,C03406,KEGG
cpd02153,C03408,KEGG
cpd02154,C03409,KEGG
cpd02155,C03410,KEGG
cpd02156,C03411,KEGG
cpd02157,C03412,KEGG
cpd02158,C03413,KEGG
cpd02159,C03414,KEGG
cpd02160,C03415,KEGG
cpd02161,C03416,KEGG
cpd02162,C03417,KEGG
cpd02163,C03418,KEGG
cpd02164,C03419,KEGG
cpd02165,C03422,KEGG
cpd02166,C03423,KEGG
cpd02167,C03425,KEGG
cpd02168,C03427,KEGG
cpd02169,C03428,KEGG
cpd02170,C03430,KEGG
cpd02170,C12639,KEGG
cpd02171,C03431,KEGG
cpd02172,C04145,KEGG
cpd02173,C03433,KEGG
cpd02174,C03434,KEGG
cpd02175,C03440,KEGG
cpd02177,C03442,KEGG
cpd02179,C03444,KEGG
cpd02180,C03448,KEGG
cpd02181,C03450,KEGG
cpd02182,C03451,KEGG
cpd02183,C03453,KEGG
cpd02184,C03455,KEGG
cpd02185,C03458,KEGG
cpd02186,C03459,KEGG
cpd02187,C03460,KEGG
cpd02188,C03461,KEGG
cpd02189,C03462,KEGG
cpd02191,C03466,KEGG
cpd02192,C03467,KEGG
cpd02193,C03470,KEGG
cpd02194,C03473,KEGG
cpd02195,C03474,KEGG
cpd02196,C03476,KEGG
cpd02197,C03479,KEGG
cpd02198,C03483,KEGG
cpd02200,C03486,KEGG
cpd02201,C03492,KEGG
cpd02202,C03493,KEGG
cpd02203,C03494,KEGG
cpd02204,C03495,KEGG
cpd02205,C03499,KEGG
cpd02206,C03500,KEGG
cpd02207,C03502,KEGG
cpd02208,C03503,KEGG
cpd02209,C03505,KEGG
cpd02210,C03506,KEGG
cpd02211,C03508,KEGG
cpd02212,C03509,KEGG
cpd02213,C03510,KEGG
cpd02214,C03514,KEGG
cpd02215,C03515,KEGG
cpd02216,C03516,KEGG
cpd02217,C03518,KEGG
cpd02218,C03519,KEGG
cpd02219,C03521,KEGG
cpd02220,C03522,KEGG
cpd02221,C03524,KEGG
cpd02222,C03525,KEGG
cpd02223,C03526,KEGG
cpd02224,C03527,KEGG
cpd02225,C03536,KEGG
cpd02226,C03537,KEGG
cpd02227,C03539,KEGG
cpd02228,C16614,KEGG
cpd02229,C04574,KEGG
cpd02230,C03546,KEGG
cpd02231,C03548,KEGG
cpd02233,C03557,KEGG
cpd02234,C03561,KEGG
cpd02235,C03564,KEGG
cpd02236,C03565,KEGG
cpd02237,C03566,KEGG
cpd02238,C03567,KEGG
cpd02239,C03568,KEGG
cpd02240,C03569,KEGG
cpd02241,C03570,KEGG
cpd02242,C03571,KEGG
cpd02243,C03572,KEGG
cpd02244,C03574,KEGG
cpd02245,C03575,KEGG
cpd02246,C03576,KEGG
cpd02247,C03577,KEGG
cpd02248,C03578,KEGG
cpd02249,C03579,KEGG
cpd02250,C03580,KEGG
cpd02252,C03582,KEGG
cpd02253,C03584,KEGG
cpd02254,C03585,KEGG
cpd02255,C03586,KEGG
cpd02256,C03587,KEGG
cpd02257,C03588,KEGG
cpd02258,C03589,KEGG
cpd02259,C03590,KEGG
cpd02260,C03591,KEGG
cpd02261,C03592,KEGG
cpd02262,C03594,KEGG
cpd02263,C03595,KEGG
cpd02264,C03598,KEGG
cpd02265,C03599,KEGG
cpd02266,C03600,KEGG
cpd02267,C03601,KEGG
cpd02268,C03604,KEGG
cpd02269,C03606,KEGG
cpd02270,C03607,KEGG
cpd02271,C03611,KEGG
cpd02272,C03614,KEGG
cpd02273,C03618,KEGG
cpd02274,C03619,KEGG
cpd02275,C03621,KEGG
cpd02276,C03622,KEGG
cpd02276,C20319,KEGG
cpd02277,C03623,KEGG
cpd02279,C03626,KEGG
cpd02280,C03629,KEGG
cpd02281,C03630,KEGG
cpd02282,C03631,KEGG
cpd02283,C03634,KEGG
cpd02284,C03640,KEGG
cpd02285,C03641,KEGG
cpd02286,C03642,KEGG
cpd02287,C03646,KEGG
cpd02288,C03647,KEGG
cpd02289,C03648,KEGG
cpd02290,C03649,KEGG
cpd02291,C03651,KEGG
cpd02293,C03654,KEGG
cpd02294,C03656,KEGG
cpd02295,C03657,KEGG
cpd02296,C03659,KEGG
cpd02297,C03660,KEGG
cpd02298,C03661,KEGG
cpd02299,C03662,KEGG
cpd02300,C03663,KEGG
cpd02301,C03664,KEGG
cpd02302,C03665,KEGG
cpd02303,C03666,KEGG
cpd02304,C03671,KEGG
cpd02305,C03672,KEGG
cpd02306,C03673,KEGG
cpd02307,C03676,KEGG
cpd02308,C03677,KEGG
cpd02309,C03678,KEGG
cpd02310,C03679,KEGG
cpd02311,C03680,KEGG
cpd02312,C03681,KEGG
cpd02313,C03682,KEGG
cpd02314,C03683,KEGG
cpd02315,C03684,KEGG
cpd02316,C03685,KEGG
cpd02317,C03686,KEGG
cpd02318,C03690,KEGG
cpd02319,C03691,KEGG
cpd02320,C03693,KEGG
cpd02323,C03701,KEGG
cpd02324,C03703,KEGG
cpd02325,C03708,KEGG
cpd02326,C03709,KEGG
cpd02327,C03710,KEGG
cpd02328,C03711,KEGG
cpd02329,C03712,KEGG
cpd02330,C03716,KEGG
cpd02331,C03717,KEGG
cpd02332,C03719,KEGG
cpd02333,C03722,KEGG
cpd02334,C03724,KEGG
cpd02335,C03725,KEGG
cpd02336,C03727,KEGG
cpd02337,C03731,KEGG
cpd02338,C03733,KEGG
cpd02339,C03734,KEGG
cpd02340,C03735,KEGG
cpd02342,C03737,KEGG
cpd02343,C03738,KEGG
cpd02344,C03739,KEGG
cpd02345,C03741,KEGG
cpd02346,C03742,KEGG
cpd02347,C03743,KEGG
cpd02348,C03747,KEGG
cpd02349,C03748,KEGG
cpd02350,C03750,KEGG
cpd02351,C03752,KEGG
cpd02352,C03753,KEGG
cpd02353,C03754,KEGG
cpd02354,C03755,KEGG
cpd02356,C03757,KEGG
cpd02357,C03758,KEGG
cpd02358,C03761,KEGG
cpd02359,C03762,KEGG
cpd02360,C03764,KEGG
cpd02361,C03765,KEGG
cpd02362,C03766,KEGG
cpd02363,C03767,KEGG
cpd02364,C03771,KEGG
cpd02365,C03772,KEGG
cpd02367,C03776,KEGG
cpd02368,C03779,KEGG
cpd02369,C03782,KEGG
cpd02370,C03783,KEGG
cpd02371,C03785,KEGG
cpd02372,C03789,KEGG
cpd02373,C03790,KEGG
cpd02374,C03793,KEGG
cpd02375,C03794,KEGG
cpd02376,C03795,KEGG
cpd02377,C03796,KEGG
cpd02378,C03797,KEGG
cpd02379,C03802,KEGG
cpd02380,C03804,KEGG
cpd02381,C03805,KEGG
cpd02382,C03811,KEGG
cpd02383,C03817,KEGG
cpd02384,C03822,KEGG
cpd02385,C03824,KEGG
cpd02386,C03826,KEGG
cpd02387,C03827,KEGG
cpd02388,C03828,KEGG
cpd02389,C03829,KEGG
cpd02390,C03830,KEGG
cpd02391,C03832,KEGG
cpd02392,C03836,KEGG
cpd02393,C03837,KEGG
cpd02394,C03838,KEGG
cpd02395,C03840,KEGG
cpd02396,C03843,KEGG
cpd02397,C03844,KEGG
cpd02398,C03845,KEGG
cpd02399,C03846,KEGG
cpd02400,C03848,KEGG
cpd02400,G09080,KEGG
cpd02401,C03850,KEGG
cpd02402,C03851,KEGG
cpd02403,C03852,KEGG
cpd02404,C03853,KEGG
cpd02405,C03855,KEGG
cpd02406,C03857,KEGG
cpd02407,C03858,KEGG
cpd02408,C03860,KEGG
cpd02409,C03861,KEGG
cpd02410,C03864,KEGG
cpd02411,C03865,KEGG
cpd02412,C03868,KEGG
cpd02413,C03870,KEGG
cpd02414,C03871,KEGG
cpd02415,C03872,KEGG
cpd02416,C03878,KEGG
cpd02417,C03882,KEGG
cpd02418,C03884,KEGG
cpd02419,C03885,KEGG
cpd02420,C03887,KEGG
cpd02421,C03888,KEGG
cpd02422,C03889,KEGG
cpd02423,C03894,KEGG
cpd02424,C03897,KEGG
cpd02425,C03898,KEGG
cpd02426,C03900,KEGG
cpd02427,C03901,KEGG
cpd02428,C03906,KEGG
cpd02430,C03910,KEGG
cpd02431,C03912,KEGG
cpd02432,C03914,KEGG
cpd02434,C03916,KEGG
cpd02435,C03917,KEGG
cpd02436,C03918,KEGG
cpd02438,C03920,KEGG
cpd02439,C03921,KEGG
cpd02440,C03925,KEGG
cpd02441,C03926,KEGG
cpd02443,C03928,KEGG
cpd02444,C03929,KEGG
cpd02445,C03930,KEGG
cpd02446,C03932,KEGG
cpd02446,C06892,KEGG
cpd02447,C03935,KEGG
cpd02448,C03943,KEGG
cpd02449,C03944,KEGG
cpd02450,C03946,KEGG
cpd02451,C03947,KEGG
cpd02452,C03948,KEGG
cpd02453,C03951,KEGG
cpd02454,C03953,KEGG
cpd02455,C03954,KEGG
cpd02456,C03955,KEGG
cpd02457,C03958,KEGG
cpd02458,C03961,KEGG
cpd02459,C03962,KEGG
cpd02460,C03963,KEGG
cpd02461,C03964,KEGG
cpd02462,C03965,KEGG
cpd02462,C04042,KEGG
cpd02463,C03969,KEGG
cpd02464,C08242,KEGG
cpd02465,C03972,KEGG
cpd02466,C03975,KEGG
cpd02467,C03979,KEGG
cpd02468,C03980,KEGG
cpd02469,C03981,KEGG
cpd02470,C03982,KEGG
cpd02471,C03985,KEGG
cpd02472,C03986,KEGG
cpd02473,C03987,KEGG
cpd02474,C03989,KEGG
cpd02475,C03990,KEGG
cpd02476,C03993,KEGG
cpd02477,C03994,KEGG
cpd02478,C03995,KEGG
cpd02479,C03996,KEGG
cpd02480,C03997,KEGG
cpd02481,C03998,KEGG
cpd02482,C04000,KEGG
cpd02483,C04002,KEGG
cpd02484,C04006,KEGG
cpd02485,C04007,KEGG
cpd02486,C04010,KEGG
cpd02487,C04015,KEGG
cpd02488,C04016,KEGG
cpd02489,C04017,KEGG
cpd02490,C04020,KEGG
cpd02491,C04022,KEGG
cpd02492,C04024,KEGG
cpd02494,C04030,KEGG
cpd02495,C04033,KEGG
cpd02496,C04036,KEGG
cpd02497,C04037,KEGG
cpd02498,C04039,KEGG
cpd02500,C04043,KEGG
cpd02501,C04044,KEGG
cpd02502,C04045,KEGG
cpd02503,C04047,KEGG
cpd02504,C04049,KEGG
cpd02505,C04050,KEGG
cpd02506,C04051,KEGG
cpd02507,C04052,KEGG
cpd02508,C04053,KEGG
cpd02509,C04054,KEGG
cpd02510,C04056,KEGG
cpd02511,C04058,KEGG
cpd02512,C04062,KEGG
cpd02513,C04063,KEGG
cpd02514,C04064,KEGG
cpd02515,C04067,KEGG
cpd02516,C04068,KEGG
cpd02517,C04069,KEGG
cpd02518,C04070,KEGG
cpd02519,C04071,KEGG
cpd02520,C04074,KEGG
cpd02521,C04075,KEGG
cpd02523,C04078,KEGG
cpd02524,C04079,KEGG
cpd02525,C04081,KEGG
cpd02526,C04083,KEGG
cpd02527,C04084,KEGG
cpd02528,C04089,KEGG
cpd02529,C04091,KEGG
cpd02531,C04100,KEGG
cpd02532,C04101,KEGG
cpd02533,C04102,KEGG
cpd02534,C04103,KEGG
cpd02535,C04104,KEGG
cpd02535,C06007,KEGG
cpd02536,C04105,KEGG
cpd02537,C04106,KEGG
cpd02538,C04108,KEGG
cpd02539,C04109,KEGG
cpd02540,C04110,KEGG
cpd02541,C04111,KEGG
cpd02542,C04112,KEGG
cpd02543,C04114,KEGG
cpd02544,C04115,KEGG
cpd02545,C04118,KEGG
cpd02546,C04121,KEGG
cpd02547,C04122,KEGG
cpd02548,C04197,KEGG
cpd02549,C04126,KEGG
cpd02550,C04130,KEGG
cpd02551,C04132,KEGG
cpd02552,C04133,KEGG
cpd02553,C04137,KEGG
cpd02554,C04138,KEGG
cpd02555,C04144,KEGG
cpd02557,C04146,KEGG
cpd02558,C04147,KEGG
cpd02559,C04148,KEGG
cpd02559,C05597,KEGG
cpd02560,C04150,KEGG
cpd02561,C04164,KEGG
cpd02562,C04165,KEGG
cpd02563,C04166,KEGG
cpd02564,C04167,KEGG
cpd02565,C04170,KEGG
cpd02566,C04171,KEGG
cpd02567,C04175,KEGG
cpd02568,C04178,KEGG
cpd02569,C04181,KEGG
cpd02570,C06033,KEGG
cpd02571,C04185,KEGG
cpd02572,C04186,KEGG
cpd02573,C04187,KEGG
cpd02574,C04188,KEGG
cpd02575,C04191,KEGG
cpd02576,C04193,KEGG
cpd02579,C04199,KEGG
cpd02580,C04201,KEGG
cpd02581,C04203,KEGG
cpd02582,C04204,KEGG
cpd02583,C04205,KEGG
cpd02584,C04207,KEGG
cpd02585,C04208,KEGG
cpd02586,C04209,KEGG
cpd02587,C04210,KEGG
cpd02588,C04211,KEGG
cpd02589,C04212,KEGG
cpd02590,C04216,KEGG
cpd02591,C04217,KEGG
cpd02592,C04218,KEGG
cpd02593,C04219,KEGG
cpd02594,C04221,KEGG
cpd02595,C12208,KEGG
cpd02596,C04223,KEGG
cpd02597,C04225,KEGG
cpd02598,C04226,KEGG
cpd02599,C04227,KEGG
cpd02600,C04229,KEGG
cpd02601,C04230,KEGG
cpd02602,C04232,KEGG
cpd02603,C04233,KEGG
cpd02604,C04234,KEGG
cpd02605,C04236,KEGG
cpd02606,C04237,KEGG
cpd02607,C04242,KEGG
cpd02608,C04244,KEGG
cpd02609,C04245,KEGG
cpd02610,C04255,KEGG
cpd02611,C04256,KEGG
cpd02612,C04257,KEGG
cpd02613,C04259,KEGG
cpd02614,C04264,KEGG
cpd02615,C04265,KEGG
cpd02616,C04268,KEGG
cpd02618,C04271,KEGG
cpd02620,C04273,KEGG
cpd02621,C04274,KEGG
cpd02622,C04275,KEGG
cpd02623,C04277,KEGG
cpd02624,C04280,KEGG
cpd02625,C04281,KEGG
cpd02626,C04282,KEGG
cpd02627,C04283,KEGG
cpd02628,C04284,KEGG
cpd02629,C04285,KEGG
cpd02630,C04286,KEGG
cpd02631,C04287,KEGG
cpd02632,C04290,KEGG
cpd02633,C04291,KEGG
cpd02634,C04292,KEGG
cpd02635,C04293,KEGG
cpd02636,C04294,KEGG
cpd02637,C04295,KEGG
cpd02638,C04297,KEGG
cpd02639,C04299,KEGG
cpd02640,C04300,KEGG
cpd02641,C04301,KEGG
cpd02642,C04302,KEGG
cpd02643,C04303,KEGG
cpd02644,C04307,KEGG
cpd02645,C04309,KEGG
cpd02646,C04314,KEGG
cpd02647,C04315,KEGG
cpd02648,C04316,KEGG
cpd02649,C04317,KEGG
cpd02650,C04318,KEGG
cpd02651,C04322,KEGG
cpd02652,C04323,KEGG
cpd02653,C04324,KEGG
cpd02654,C04327,KEGG
cpd02655,C04330,KEGG
cpd02656,C04332,KEGG
cpd02657,C04333,KEGG
cpd02658,C04335,KEGG
cpd02659,C04336,KEGG
cpd02660,C04337,KEGG
cpd02661,C04346,KEGG
cpd02662,C04348,KEGG
cpd02663,C04349,KEGG
cpd02664,C04350,KEGG
cpd02665,C04351,KEGG
cpd02666,C04352,KEGG
cpd02667,C04353,KEGG
cpd02668,C04354,KEGG
cpd02670,C04359,KEGG
cpd02671,C04360,KEGG
cpd02672,C04366,KEGG
cpd02673,C04367,KEGG
cpd02674,C04368,KEGG
cpd02675,C04371,KEGG
cpd02676,C04372,KEGG
cpd02677,C04373,KEGG
cpd02678,C04376,KEGG
cpd02679,C04377,KEGG
cpd02680,C04378,KEGG
cpd02681,C04379,KEGG
cpd02682,C13742,KEGG
cpd02683,C04382,KEGG
cpd02684,C04385,KEGG
cpd02685,C04390,KEGG
cpd02686,C04392,KEGG
cpd02687,C04394,KEGG
cpd02688,C04399,KEGG
cpd02689,C04403,KEGG
cpd02690,C04404,KEGG
cpd02691,C04405,KEGG
cpd02692,C04409,KEGG
cpd02693,C04411,KEGG
cpd02694,C04415,KEGG
cpd02695,C04416,KEGG
cpd02696,C04418,KEGG
cpd02697,C04420,KEGG
cpd02698,C04421,KEGG
cpd02699,C04423,KEGG
cpd02700,C04424,KEGG
cpd02701,C04425,KEGG
cpd02702,C04426,KEGG
cpd02703,C04427,KEGG
cpd02704,C04428,KEGG
cpd02705,C04431,KEGG
cpd02706,C04433,KEGG
cpd02707,C04434,KEGG
cpd02708,C04435,KEGG
cpd02709,C04437,KEGG
cpd02710,C04441,KEGG
cpd02711,C04442,KEGG
cpd02712,C04443,KEGG
cpd02713,C04444,KEGG
cpd02714,C04445,KEGG
cpd02715,C04446,KEGG
cpd02716,C04447,KEGG
cpd02717,C04451,KEGG
cpd02718,C04452,KEGG
cpd02719,C04453,KEGG
cpd02720,C04454,KEGG
cpd02721,C04456,KEGG
cpd02721,C06893,KEGG
cpd02722,C04458,KEGG
cpd02723,C04461,KEGG
cpd02724,C04462,KEGG
cpd02725,C04465,KEGG
cpd02726,C04468,KEGG
cpd02727,C04469,KEGG
cpd02728,C04471,KEGG
cpd02729,C04477,KEGG
cpd02730,C04478,KEGG
cpd02731,C04479,KEGG
cpd02732,C04480,KEGG
cpd02733,C04483,KEGG
cpd02734,C04484,KEGG
cpd02735,C04485,KEGG
cpd02736,C04486,KEGG
cpd02737,C04488,KEGG
cpd02738,C04489,KEGG
cpd02739,C04491,KEGG
cpd02740,C04494,KEGG
cpd02741,C04498,KEGG
cpd02743,C04502,KEGG
cpd02744,C04503,KEGG
cpd02745,C04507,KEGG
cpd02746,C04509,KEGG
cpd02747,C04514,KEGG
cpd02748,C04516,KEGG
cpd02749,C04517,KEGG
cpd02750,C04518,KEGG
cpd02751,C04520,KEGG
cpd02752,C04521,KEGG
cpd02753,C04522,KEGG
cpd02754,C04524,KEGG
cpd02755,C04525,KEGG
cpd02756,C04526,KEGG
cpd02757,C04527,KEGG
cpd02758,C04529,KEGG
cpd02759,C04530,KEGG
cpd02760,C04534,KEGG
cpd02761,C04535,KEGG
cpd02762,C04536,KEGG
cpd02763,C04540,KEGG
cpd02764,C04541,KEGG
cpd02765,C04543,KEGG
cpd02766,C04544,KEGG
cpd02767,C04546,KEGG
cpd02768,C04547,KEGG
cpd02769,C04548,KEGG
cpd02771,C04552,KEGG
cpd02772,C04553,KEGG
cpd02773,C04554,KEGG
cpd02774,C04555,KEGG
cpd02775,C04556,KEGG
cpd02776,C04558,KEGG
cpd02777,C04559,KEGG
cpd02778,C04561,KEGG
cpd02779,C04562,KEGG
cpd02780,C04563,KEGG
cpd02781,C04572,KEGG
cpd02782,C04573,KEGG
cpd02784,C04575,KEGG
cpd02785,C04576,KEGG
cpd02786,C04577,KEGG
cpd02787,C04578,KEGG
cpd02788,C04579,KEGG
cpd02789,C04580,KEGG
cpd02790,C04581,KEGG
cpd02791,C04582,KEGG
cpd02792,C04583,KEGG
cpd02793,C04584,KEGG
cpd02794,C04586,KEGG
cpd02795,C04587,KEGG
cpd02796,C04589,KEGG
cpd02797,C04590,KEGG
cpd02798,C04592,KEGG
cpd02799,C04593,KEGG
cpd02800,C04594,KEGG
cpd02801,C04596,KEGG
cpd02802,C04597,KEGG
cpd02803,C04598,KEGG
cpd02804,C04599,KEGG
cpd02805,C04604,KEGG
cpd02806,C04606,KEGG
cpd02807,C04608,KEGG
cpd02808,C04610,KEGG
cpd02809,C04611,KEGG
cpd02810,C04613,KEGG
cpd02811,C04614,KEGG
cpd02812,C04617,KEGG
cpd02813,C04621,KEGG
cpd02814,C04622,KEGG
cpd02814,C19558,KEGG
cpd02815,C04623,KEGG
cpd02816,C04625,KEGG
cpd02817,C04628,KEGG
cpd02819,C04630,KEGG
cpd02820,C04631,KEGG
cpd02821,C04634,KEGG
cpd02822,C04635,KEGG
cpd02823,C04636,KEGG
cpd02824,C04638,KEGG
cpd02825,C04639,KEGG
cpd02826,C04640,KEGG
cpd02827,C04641,KEGG
cpd02828,C04642,KEGG
cpd02829,C04643,KEGG
cpd02830,C04644,KEGG
cpd02831,C04645,KEGG
cpd02832,C04646,KEGG
cpd02833,C04648,KEGG
cpd02834,C04650,KEGG
cpd02835,C04652,KEGG
cpd02836,C04654,KEGG
cpd02837,C04655,KEGG
cpd02838,C04656,KEGG
cpd02839,C04660,KEGG
cpd02840,C04661,KEGG
cpd02841,C04663,KEGG
cpd02843,C04666,KEGG
cpd02844,C04670,KEGG
cpd02845,C04671,KEGG
cpd02846,C04672,KEGG
cpd02847,C04673,KEGG
cpd02848,C04674,KEGG
cpd02849,C04675,KEGG
cpd02850,C04676,KEGG
cpd02851,C04677,KEGG
cpd02852,C04684,KEGG
cpd02853,C04685,KEGG
cpd02854,C04686,KEGG
cpd02855,C04687,KEGG
cpd02856,C04690,KEGG
cpd02857,C04691,KEGG
cpd02858,C04692,KEGG
cpd02859,C04695,KEGG
cpd02860,C04698,KEGG
cpd02861,C04700,KEGG
cpd02862,C04702,KEGG
cpd02863,C04703,KEGG
cpd02864,C04706,KEGG
cpd02865,C04707,KEGG
cpd02866,C04708,KEGG
cpd02867,C04709,KEGG
cpd02868,C04711,KEGG
cpd02869,C04712,KEGG
cpd02870,C04713,KEGG
cpd02871,C04715,KEGG
cpd02872,C08886,KEGG
cpd02873,C04717,KEGG
cpd02874,C04718,KEGG
cpd02875,C04719,KEGG
cpd02876,C04720,KEGG
cpd02877,C04721,KEGG
cpd02878,C04722,KEGG
cpd02879,C04724,KEGG
cpd02880,C04729,KEGG
